id,address,categories,city,country,keys,latitude,longitude,name,postalCode,province
AVwdQloekufWRAb54Asw,3121 Yosemite Blvd,"Asian Restaurants,Caterers,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Modesto,US,us/ca/modesto/3121yosemiteblvd/1235262340,37.6386,-120.9367,Fat Wong Chinese Food To Go,95354,CA
AVwdMBXWByjofQCxmbTu,8256 Orion Ave,"Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Cafes,Restaurants",Van Nuys,US,us/ca/vannuys/8256orionave/-864103396,34.2208,-118.4719,Taco Bell,91406,CA
AWmf_r7xIxWefVJwMY1g,990 N. Western Ave.,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Los Angeles,US,us/ca/losangeles/990n.westernave./-864103396,34.0883,-118.3088,Taco Bell,90029,CA
AVzRVrGg3D1zeR_xBV5l,1140 Hamner Avenue,"Mexican Restaurant,Restaurant,Mexican,Breakfast,Mexican Restaurants,Vegetarian,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Restaurants",Norco,US,us/ca/norco/1140hamneravenue/-864103396,33.8993,-117.5631,Taco Bell,92860,CA
AVwc8EmJIN2L1WUfqijA,1066 Harriman Pl,"Mexican Restaurant,Carry-out food,Restaurant,Wings Joint,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurant, Mexican Restaurant, and Wings Joint,Restaurants",San Bernardino,US,us/ca/sanbernardino/1066harrimanpl/-981164808,34.067,-117.2617,El Pollo Loco,92408,CA
AVwcszIAByjofQCxhODg,1950 Yosemite Pkwy,"Pizza,Carry-out food,Fast Food Restaurants,Food Delivery Service,Restaurants",Merced,US,us/ca/merced/1950yosemitepkwy/568331704,37.2951,-120.4518,Mountain Mike's Pizza,95341,CA
AVwc8n4nkufWRAb50tig,3309 Tweedy Blvd,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American,Burgers,Hamburger restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants,Frozen Yogurt Shops,Restaurant,Burger Joint,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",South Gate,US,us/ca/southgate/3309tweedyblvd/-1161002137,33.9451,-118.2115,McDonald's,90280,CA
AVwd-lDwkufWRAb5-7IT,5475 Snell Ave,"Carry-out food,Pizza Restaurants,Take Out,Italian,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Fast Food,Home delivery beer and beverages,Restaurants,Pizza Delivery,Pizza,Restaurant,Barbecued poultry,Pizza Place,Barbecue,Concession Stands,Spare rib restaurants,Catering,Chicken restaurants",San Jose,US,us/ca/sanjose/5475snellave/-66712705,37.2538,-121.8312,Pizza Hut,95123,CA
AVwc85qS_7pvs4fz0s7-,3227 S White Rd,"Carry-out food,Pizza Restaurants,Take Out,Caterers,Restaurant delivery service,Italian,Chicken Wings,Food Delivery,American restaurants,Fast Food,Home delivery beer and beverages,Restaurants,Pizza Delivery,Pizza,Restaurant,Pizza Place,Concession Stands,Catering,Family Restaurants",San Jose,US,us/ca/sanjose/3227swhiterd/-66712705,37.3158,-121.7936,Pizza Hut,95148,CA
AV12lWrIRxPSIh2Rcvj9,1628 Broadway,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Eureka,US,us/ca/eureka/1628broadway/-891525969,40.7926,-124.1789,SUBWAY,95501,CA
AVwcuGyfkufWRAb5yS2k,1221 Huntington Dr,"Restaurant,Carry-out food,Asian Restaurant,American restaurants,Health Food Restaurants,Fast Food Restaurants,Asian restaurants,Restaurants",Duarte,US,us/ca/duarte/1221huntingtondr/-1760963300,34.1397,-117.9793,Flame Broiler,91010,CA
AVwcnDXC_7pvs4fzxBmS,7519 Laguna Blvd,"Mexican Restaurant,Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",Elk Grove,US,us/ca/elkgrove/7519lagunablvd/1550891556,38.424,-121.4152,Del Taco,95758,CA
AVwclDtv_7pvs4fzwqjd,1301 E Houston Ave,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,autos,Sandwich Place,Restaurants,Sandwich Shops",Visalia,US,us/ca/visalia/1301ehoustonave/-891525969,36.3418,-119.2789,Subway,93292,CA
AVweHrPZIN2L1WUf2KDP,21 W Lodi Ave,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Lodi,US,us/ca/lodi/21wlodiave/-66712705,38.1305,-121.2735,Pizza Hut,95240,CA
AVwcotoGByjofQCxggN3,445 5th St,"Mexican Restaurants,Hot dog restaurants,Greek Restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants,Pizza,Burger Joint,Hot Dog Stands and Restaurants,Turkish restaurants,Mediterranean Restaurants,Restaurants-breakfast and diners,Armenian restaurants,Italian restaurants,Hamburgers and Hot Dogs,Greek restaurants,Sandwich Shops,Mediterranean restaurants",Eureka,US,us/ca/eureka/4455thst/1524203058,40.802,-124.1665,Surfside Burger Shack,95501,CA
AWh02ZgIa4HuVbedf81U,3605 East 18th St,Fast Food,Antioch,US,us/ca/antioch/3605east18thst/-2061630068,38.0055,-121.7557,Burger King,94509,CA
AVwd2vN0IN2L1WUfzzp1,30607 Temecula Pkwy,"Fast Food Restaurant,Restaurants",Temecula,US,us/ca/temecula/30607temeculapkwy/1550891556,33.4758,-117.1271,Del Taco,92592,CA
AV1c3PIoIxWefVJweLA9,12780 South Highway 33,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Gustine,US,us/ca/gustine/12780southhighway33/-864103396,37.1038,-121.0153,Taco Bell,95322,CA
AVwclfigByjofQCxf7T7,5385 Camden Ave,"Carry-out food,Pizza Restaurants,Take Out,Restaurant delivery service,Caterers,American restaurants,Fast Food,Take Out Restaurants,Banquet Halls & Reception Facilities,Home delivery beer and beverages,Banquet Facilities,Restaurants,Italian Restaurants,Restaurant Menus,Pizza,Restaurant,Family style restaurants,Pizza Place,Food & Beverage Delivery Services,Catering",San Jose,US,us/ca/sanjose/5385camdenave/330000776,37.2413,-121.9047,Round Table Pizza,95124,CA
AVwdj1h6kufWRAb57Ftn,3253 Stevens Creek Blvd,"Carry-out food,Caterers,Restaurant delivery service,American,Karaoke,Fast Food,Home delivery beer and beverages,Restaurants,Pizza,Banquet Rooms,Restaurant,Family style restaurants,Reception Centers,Pizza Place,Catering,Banquet facilities",San Jose,US,us/ca/sanjose/3253stevenscreekblvd/330000776,37.3235,-121.9545,Round Table Pizza,95117,CA
AV1fOXTEIxWefVJwfjCm,5406 Sunrise Blvd,"Restaurant,Caterers,Southwestern restaurants,Family style restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Catering,Restaurants",Citrus Heights,US,us/ca/citrusheights/5406sunriseblvd/-1713328846,38.6643,-121.272,Moe's Southwest Grill,95610,CA
AWrJKXpfsVYjT2BJAUHi,15280 Civic Drive,"Restaurants,Coffeehouses,Fast Food,Dessert Shops",Victorville,US,us/ca/victorville/15280civicdrive/2010203036,34.5211,-117.3227,Krispy Kreme,92392,CA
AWkq84Jo3-Khe5l_3Trm,3146 G St Ste 107,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Merced,US,us/ca/merced/3146gstste107/-1963496636,37.3194,-120.4692,Togo's Eatery,95340,CA
AVwdu-5rkufWRAb58wrZ,100 S State College Blvd,"Burger Joint,Restaurant,Breakfast,Fast Food Restaurant,Burger Joint East Anaheim,Fast Food,Fast Food Restaurants,Chicken,Hamburgers and Hot Dogs,Hamburgers,Restaurants",Anaheim,US,us/ca/anaheim/100sstatecollegeblvd/-230519289,33.841,-117.8889,Jack in the Box,92806,CA
AWkq8-HU3-Khe5l_3USn,781 Pleasant Grove Blvd Ste 140,"Carry-out food,Mexican Restaurants,Mexican,Tex-mex restaurants,Southwestern restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants",Roseville,US,us/ca/roseville/781pleasantgroveblvdste140/1143321601,38.7895,-121.2809,Chipotle Mexican Grill,95678,CA
AVwdejhlkufWRAb56Svb,2015 Garnet Ave,"Take Out,Pizza Restaurants,Italian Restaurant,Food Delivery,Fast Food,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants,Pizza,Restaurant,Food & Beverage Delivery Services,Pizza Place",San Diego,US,us/ca/sandiego/2015garnetave/-1055723171,32.8011,-117.2333,Domino's Pizza,92109,CA
AVzA9YqNLD2H7whiWHk5,88 Corporate Park,"Mexican Restaurant,Restaurant,Mexican,Fried Chicken Joint,Fast Food Restaurant,Fast Food,Spanish,Restaurants",Irvine,US,us/ca/irvine/88corporatepark/-981164808,33.6923,-117.8265,El Pollo Loco,92606,CA
AVwcppYOkufWRAb5xiLu,3005 W 6th St,"Restaurant,Burger Joint,Mexican,American,Fast Food Restaurant,Burgers,Fast Food,Fast Food Restaurant and Burger Joint,Hamburgers,Restaurants",Los Angeles,US,us/ca/losangeles/3005w6thst/554191587,34.0639,-118.2875,Carl's Jr.,90020,CA
AWmf4W9YRxPSIh2RGqgm,3880 Pacific Coast Highway,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Torrance,US,us/ca/torrance/3880pacificcoasthighway/-1161002137,33.8058,-118.3541,McDonald's,90505,CA
AVwdj-1pIN2L1WUfxCT-,620 Mangrove Ave,"Mexican Restaurant,Carry-out food,Restaurant,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Burrito Place,Restaurants",Chico,US,us/ca/chico/620mangroveave/1143321601,39.7344,-121.8352,Chipotle Mexican Grill,95926,CA
AVwcfT6h_7pvs4fzvnsk,2380 Monument Blvd,"Chinese Restaurant,Restaurant,Fast Food,Chinese,Catering,Restaurants",Pleasant Hill,US,us/ca/pleasanthill/2380monumentblvd/-1191797674,37.9461,-122.0535,Panda Express,94523,CA
AVwc_K5HkufWRAb51Hej,5752 Lindero Canyon Rd,"Carry-out food,Caterers,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants,Asian Restaurants,Chinese Restaurant,Restaurant,Fast Food Restaurant,Chinese,Catering",Thousand Oaks,US,us/ca/thousandoaks/5752linderocanyonrd/-1191797674,34.1548,-118.7956,Panda Express,91362,CA
AVwd4gpmIN2L1WUf0C4Y,1655 Mission Dr,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Solvang,US,us/ca/solvang/1655missiondr/-1055723171,34.5963,-120.1396,Domino's Pizza,93463,CA
AVwdJLdTkufWRAb52vBX,2525 Watt Ave,"Mexican Restaurant,Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",Sacramento,US,us/ca/sacramento/2525wattave/1550891556,38.6112,-121.3836,Del Taco,95821,CA
AVwdmDia_7pvs4fz7bbm,901 Howe Ave,"Breakfast,Food Delivery,Bakery,Sandwich Place, Bakery, and Caf Arden - Arcade,Caf,Take Out Restaurants,Health Food Restaurants,Fast Food,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Sandwich Place, Bakery, and Caf,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Place,Café,Sandwich Shops",Sacramento,US,us/ca/sacramento/901howeave/-1631107135,38.582,-121.4159,Panera Bread,95825,CA
AVwcodnckufWRAb5xVec,2871 Lenwood Rd,"Mexican Restaurant,Restaurant,Carry-out food,Fast Food Restaurant, Mexican Restaurant, and Taco Place,Taco Place,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",Barstow,US,us/ca/barstow/2871lenwoodrd/1550891556,34.852,-117.0824,Del Taco,92311,CA
AWOFRyiRa4HuVbedQGkm,1579 Martin Luther King Jr Way,"Restaurant,Take Out,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Burger Restaurants,Restaurants",Merced,US,us/ca/merced/1579martinlutherkingjrway/-2089171078,37.2984,-120.482,In-N-Out Burger,95340,CA
AV12lXztIxWefVJwiT_G,637 Broadway,"Carry-out food,American Restaurants,Takeout,American Restaurant,American restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Take out restaurants,Restaurants",Eureka,US,us/ca/eureka/637broadway/247489480,40.8001,-124.1751,Mike's Drive-Up,95501,CA
AVwdjUm1_7pvs4fz7AdL,20101 Lake Forest Dr,"Burger Joint,Restaurant,Breakfast,American,Fast Food Restaurant,Fast Food,Chicken,Hamburgers",Lake Forest,US,us/ca/lakeforest/20101lakeforestdr/-230519289,33.6702,-117.6619,Jack in the Box,92630,CA
AWoxrADksVYjT2BJ2U3J,871 Marina Village Parkway,"American Restaurants,Takeout,Burgers,Fast Food,Hamburgers,Restaurants",Alameda,US,us/ca/alameda/871marinavillageparkway/554191587,37.783,-122.2725,Carl's Jr.,94501,CA
AVwdHvjeIN2L1WUfsa-Q,978 Olive Dr,"Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Burger Joint and BBQ Joint,BBQ Joint,Hamburger restaurants,Fast food restaurants,Restaurants",Davis,US,us/ca/davis/978olivedr/1280414222,38.5403,-121.7388,Redrum Burger,95616,CA
AVwedk6vIN2L1WUf5JIA,575 W Olive Ave,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Merced,US,us/ca/merced/575woliveave/-66712705,37.3196,-120.4776,Pizza Hut,95348,CA
AWqhhR2lcuP9ADUBAx4T,12260 Highway 33,"Fast Food,Hamburgers",Gustine,US,us/ca/gustine/12260highway33/554191587,37.1113,-121.0151,Carl's Jr.,95322,CA
AVzBCRXt3D1zeR_xBFXP,674 E San Ysidro Blvd,"Chinese Restaurant,Restaurant,Fast Food,Chinese,Catering,Restaurants",San Ysidro,US,us/ca/sanysidro/674esanysidroblvd/-1191797674,32.5463,-117.0318,Panda Express,92173,CA
AVweAhgMkufWRAb5_L1r,1141 Lincoln Ave,"Delis And Delicatessens,Restaurant,Take Out,Delicatessens,wich Place,Fast Food,Fast Food Restaurants,Catering,Sandwich Place,Restaurants,Sandwich Shops",San Jose,US,us/ca/sanjose/1141lincolnave/-891525969,37.3075,-121.9004,SUBWAY,95125,CA
AV0BPo5jFcQ3k02bDmN4,13446 Lincoln Way,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food,Fast food restaurants,Take out restaurants,Restaurants",Auburn,US,us/ca/auburn/13446lincolnway/-2061630068,38.9255,-121.0558,Burger King,95603,CA
AV0BUD23FcQ3k02bDmUq,1990 Ostrems Way,"Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Restaurants",San Bernardino,US,us/ca/sanbernardino/1990ostremsway/-864103396,34.162,-117.3343,Taco Bell,92407,CA
AVwc0AKJ_7pvs4fzzOf6,705 Merced Mall,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Food,Sandwich Shops",Merced,US,us/ca/merced/705mercedmall/-1161002137,37.3209,-120.4846,McDonald's,95348,CA
AVwct_4Z_7pvs4fzyN-v,23402 El Toro Rd,"Restaurant,Burger Joint,American,Fast Food Restaurant,Burger Joint and Fast Food Restaurant Freedom Village,Fast Food,Restaurants,Burger Joint and Fast Food Restaurant",Lake Forest,US,us/ca/lakeforest/23402eltorord/554191587,33.6228,-117.6979,Carl's Jr.,92630,CA
AVweP2o5ByjofQCxwjew,2001 N Euclid St,"Carry-out food,Breakfast,Hot dog restaurants,American,Breakfast & Brunch,Burgers,Hamburger restaurants,Fast Food,Fast Food Restaurants,Restaurants,Restaurant,Burger Joint,Fast Food Restaurant,Chicken,Hamburgers and Hot Dogs,Hamburgers",Fullerton,US,us/ca/fullerton/2001neuclidst/-230519289,33.8938,-117.945,Jack in the Box,92835,CA
AV1c7d0Ka4HuVbed54fl,301 3rd St,"Take Out,Wedding Reception Locations and Services,Restaurant,Caterers,Mexican Restaurants,Take Out Restaurants,Fast Food Restaurants,Latin American Restaurants,Food & Beverage Delivery Services,Family Style Restaurants,Restaurants",Marysville,US,us/ca/marysville/3013rdst/-1592803600,39.1383,-121.5875,Ciscos Taqueria,95901,CA
AVwdz65HByjofQCxsuGL,6596 N Winton Way,"Delis And Delicatessens,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops",Winton,US,us/ca/winton/6596nwintonway/-891525969,37.3833,-120.6133,SUBWAY,95388,CA
AVwcyWN0IN2L1WUfo4RT,302 Mission Ave,"Sandwich Place Downtown Oceanside,Carry-out food,Caterers,Delicatessens,Food Products Wholesale & Manufacturers,Ice Cream Shop, American Restaurant, and Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Sandwiches,Catering,Sandwich Shops",Oceanside,US,us/ca/oceanside/302missionave/-1123076480,33.1951,-117.3811,Jersey Mike's Subs,92054,CA
AVwdyI16kufWRAb59N7y,417 Main St,"Restaurant,Mexican Restaurants,Caterers,Cocktail Lounges,Bar & Grills,Take Out Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants",Woodland,US,us/ca/woodland/417mainst/1571529450,38.6775,-121.7755,El Charro Mexican Restaurant,95695,CA
AVwdG6f8_7pvs4fz2Vqm,3531 Truxel Rd,"Mexican Restaurant,Restaurant,Other Great Outdoors,Fast Food Restaurant,Restaurants",Sacramento,US,us/ca/sacramento/3531truxelrd/1550891556,38.6358,-121.503,Del Taco,95834,CA
AVweYdD8_7pvs4fzCe-R,108 E Cross Ave,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Tulare,US,us/ca/tulare/108ecrossave/-1161002137,36.2133,-119.3486,McDonald's,93274,CA
AV1c11_JRxPSIh2RYh1K,1107 Visalia Rd,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Exeter,US,us/ca/exeter/1107visaliard/-864103396,36.2976,-119.1556,Taco Bell,93221,CA
AVzj5BR5-gnIPe8DTuRn,1401 E Noble Ave,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Visalia,US,us/ca/visalia/1401enobleave/-1161002137,36.3252,-119.2766,McDonald's,93292,CA
AVzA1KfsLD2H7whiWFBo,381 S Airport Blvd,"Ice Cream Parlors,Burger Joint,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",South San Francisco,US,us/ca/southsanfrancisco/381sairportblvd/-1161002137,37.644,-122.4036,McDonald's,94080,CA
AVwdv5uKIN2L1WUfy2D_,567 Coleman Ave,"Asian Restaurants,Chinese Restaurant,Restaurant,Take Out,Chinese Restaurants,Chinese Restaurant and Fast Food Restaurant,Fast Food Restaurant,Fast Food Restaurants,Restaurants",San Jose,US,us/ca/sanjose/567colemanave/-1191797674,37.3406,-121.9064,Panda Express,95110,CA
AWlR9ryORxPSIh2RFGmN,1827 E Ave J,"Fast Food,Chicken,Restaurants",Lancaster,US,us/ca/lancaster/1827eavej/106088,34.69,-118.0962,KFC,93535,CA
AVwcv9Fx_7pvs4fzyjPp,104 W Anaheim St,"Chinese Restaurant,Caterers,Seafood Restaurants,Asian Restaurant,Fast Food Restaurants,Restaurants",Wilmington,US,us/ca/wilmington/104wanaheimst/60193812,33.7792,-118.263,China Wok Express,90744,CA
AVwc1180IN2L1WUfpefi,3490 Lake Tahoe Blvd,"Hamburgers & Hot Dogs,American Restaurants,Burger Joint,Restaurant,Hot dog restaurants,Burgers,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",South Lake Tahoe,US,us/ca/southlaketahoe/3490laketahoeblvd/-1923744729,38.946,-119.9638,Big Daddy's Burgers,96150,CA
AVwc-QO0IN2L1WUfq4sg,1089 N Lemoore Ave,"Ice Cream Parlors,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",Lemoore,US,us/ca/lemoore/1089nlemooreave/-1161002137,36.3129,-119.7813,McDonald's,93245,CA
AWiD_61ta4HuVbedgGkm,1990 N. Imperial Ave.,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",El Centro,US,us/ca/elcentro/1990n.imperialave./-864103396,32.8108,-115.5704,Taco Bell,92243,CA
AV50nGGLa4HuVbedEJ8D,1388 East Ave,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Restaurants,Sandwich Shops",Chico,US,us/ca/chico/1388eastave/-1161002137,39.7617,-121.8211,McDonald's,95973,CA
AVwdIdkrkufWRAb52niO,5884 Monterey Rd,"Restaurant,Fried Chicken Joint,Fast Food Restaurant,Fast Food,Chicken,Restaurants",Gilroy,US,us/ca/gilroy/5884montereyrd/106088,36.984,-121.5572,KFC,95020,CA
AVwc8Gm0_7pvs4fz0k1z,4227 Atlantic Ave,"Pizza,Pizza Place Bixby Knolls,Restaurant,Food Delivery,Fast Food,Fast Food Restaurants,Take Out Restaurants,Pizza Place,Restaurants",Long Beach,US,us/ca/longbeach/4227atlanticave/-1055723171,33.8332,-118.1856,Domino's Pizza,90807,CA
AVwcuSbBIN2L1WUfoLO6,950 W Floral Dr,"Ice Cream Parlors,Breakfast,American,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Monterey Park,US,us/ca/montereypark/950wfloraldr/-1161002137,34.0398,-118.1444,McDonald's,91754,CA
AVwcwA3yIN2L1WUfoebf,233 Mount Hermon Rd,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Restaurants",Scotts Valley,US,us/ca/scottsvalley/233mounthermonrd/-864103396,37.0456,-122.0282,Taco Bell,95066,CA
AV1e4Gvq3-Khe5l_NO2V,431 Ojai Rd Ste D,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Santa Paula,US,us/ca/santapaula/431ojairdsted/-1055723171,34.3609,-119.0604,Domino's Pizza,93060,CA
AWmfAbuo3-Khe5l_7EoZ,2850 South Bristol St,Fast Food,Santa Ana,US,us/ca/santaana/2850southbristolst/-2061630068,33.7081,-117.8858,Burger King,92704,CA
AVwemYqxkufWRAb5EcUl,4710 Meridian Ave,"Caterers,Mediterranean Restaurants,Party & Event Planners,Take Out Restaurants,Fast Food Restaurants,Wedding Supplies & Services,Party Planning,Catering,Restaurants,Italian Restaurants",San Jose,US,us/ca/sanjose/4710meridianave/294094017,37.2542,-121.8974,DiPuccio's Pasta Shop and Catering,95118,CA
AV9J4J7Z3-Khe5l_YWxX,5670 Thornton Ave,"Restaurant,Fast Food,Hamburgers,Restaurants",Newark,US,us/ca/newark/5670thorntonave/554191587,37.5411,-122.0266,Carl's Jr.,94560,CA
AVwdtRyskufWRAb58hcg,208 Bridge St,"Coffee Shops,American Restaurants,Restaurant,American Restaurant and Coffee Shop,Coffee Shop,American Restaurant,Take Out Restaurants,Fast Food Restaurants,Restaurants",Yuba City,US,us/ca/yubacity/208bridgest/286612024,39.1379,-121.608,Sundowner Cafe,95991,CA
AWg_CLO-a4HuVbedd_c0,1019 North Lemoore Avenue,"Fast Food,Chicken,Restaurants",Lemoore,US,us/ca/lemoore/1019northlemooreavenue/106088,36.3117,-119.7812,KFC,93245,CA
AVwce7UIkufWRAb5vnvZ,345 Bayshore Blvd,"Ice Cream Parlors,Breakfast,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Sandwich Shops",San Francisco,US,us/ca/sanfrancisco/345bayshoreblvd/-1161002137,37.7422,-122.4052,McDonald's,94124,CA
AVz-b2ue-gnIPe8DUsFK,1731 G St Ste A,"Delis And Delicatessens,Restaurant,Carry-out food,Sandwich shops,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Arcata,US,us/ca/arcata/1731gststea/-891525969,40.8754,-124.0836,Subway,95521,CA
AVwc3kD6ByjofQCxjEWN,1051 Airway Blvd,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Restaurants",Livermore,US,us/ca/livermore/1051airwayblvd/-791445730,37.7037,-121.818,Wendy's,94551,CA
AV1gc35ga4HuVbed680K,1541 Sycamore Avenue,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Hercules,US,us/ca/hercules/1541sycamoreavenue/-864103396,38.0103,-122.2713,Taco Bell,94547,CA
AVwedlgaByjofQCxybVV,1405 N Azusa Ave,"Restaurant,Fast Food,Restaurants",Covina,US,us/ca/covina/1405nazusaave/1056997693,34.1045,-117.9093,KFC Kentucky Fried Chicken,91722,CA
AWNB3i_SRxPSIh2RuiGB,4150 Geary Boulevard,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",San Francisco,US,us/ca/sanfrancisco/4150gearyboulevard/-864103396,37.7813,-122.4642,Taco Bell,94118,CA
AVwdVD2cIN2L1WUfuqSq,24986 3rd St,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",San Bernardino,US,us/ca/sanbernardino/249863rdst/-1055723171,34.105,-117.2594,Domino's Pizza,92410,CA
AWq8n3XncuP9ADUBBwIH,12862 Central Avenue,"Chicken,Fast Food,Restaurants",Chino,US,us/ca/chino/12862centralavenue/106088,34.0198,-117.6898,KFC,91710,CA
AV1dC1sb3-Khe5l_MjAD,1351 N State St,"American Restaurants,Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Ukiah,US,us/ca/ukiah/1351nstatest/-2089171078,39.1307,-123.2047,In-N-Out Burger,95482,CA
